,original_label,score_x,twitter_id,MR1_label,score_y,MR2_label,score_x,MR3_label,score_y,MR4_label,score
24,1 star,0.573030412,1467814192,4 stars,0.480011821,2 stars,0.401770681,3 stars,0.318154514,3 stars,0.31513232
25,5 stars,0.370082289,1467814438,4 stars,0.513750315,2 stars,0.459831208,4 stars,0.316500753,3 stars,0.320955515
26,5 stars,0.316816449,1467814783,4 stars,0.500370622,3 stars,0.453597039,3 stars,0.337213486,3 stars,0.375483572
27,1 star,0.378437996,1467814883,3 stars,0.382266253,2 stars,0.440904021,3 stars,0.401203752,2 stars,0.378895879
28,3 stars,0.371341944,1467815199,3 stars,0.533746243,2 stars,0.498767316,2 stars,0.424385607,2 stars,0.457232803
29,2 stars,0.568481207,1467815753,3 stars,0.703618765,2 stars,0.518885016,3 stars,0.481497943,2 stars,0.509498179
30,1 star,0.488476098,1467815923,3 stars,0.419755697,2 stars,0.440476924,2 stars,0.387562275,2 stars,0.392059118
31,1 star,0.453536958,1467815924,3 stars,0.369391769,2 stars,0.464972496,2 stars,0.40647018,1 star,0.421741664
32,3 stars,0.307593197,1467815988,4 stars,0.527174056,2 stars,0.447568595,3 stars,0.353476197,2 stars,0.354681164
33,5 stars,0.836043,1467816149,5 stars,0.817050695,1 star,0.389904737,5 stars,0.535247803,5 stars,0.327831775
34,1 star,0.311254829,1467816665,4 stars,0.423051119,2 stars,0.452425122,3 stars,0.300902337,2 stars,0.35676375
35,3 stars,0.543940246,1467816749,3 stars,0.72522068,3 stars,0.536884665,3 stars,0.546088755,3 stars,0.498507798
36,1 star,0.439011991,1467817225,3 stars,0.385427654,2 stars,0.498950899,2 stars,0.42956844,2 stars,0.422904521
37,1 star,0.708796918,1467817374,5 stars,0.318156421,1 star,0.416277021,1 star,0.41300112,1 star,0.4385252
38,2 stars,0.474577695,1467817502,3 stars,0.38031137,2 stars,0.564338267,2 stars,0.482631534,2 stars,0.508297145
39,3 stars,0.230521068,1467818007,4 stars,0.447134793,2 stars,0.429059923,2 stars,0.325800836,2 stars,0.355397314
40,3 stars,0.368784755,1467818020,4 stars,0.614641607,3 stars,0.51726377,3 stars,0.386833906,3 stars,0.385316521
41,5 stars,0.356284827,1467818481,4 stars,0.543448627,2 stars,0.394584924,3 stars,0.309478402,3 stars,0.319561869
42,1 star,0.582290888,1467818603,5 stars,0.462631851,1 star,0.48451978,1 star,0.450842738,1 star,0.546360493
43,4 stars,0.269841492,1467818900,4 stars,0.49167341,2 stars,0.463165075,3 stars,0.348740429,2 stars,0.350173146
44,1 star,0.548369586,1467819022,4 stars,0.39126116,2 stars,0.500314415,2 stars,0.393454432,2 stars,0.426907152
45,3 stars,0.335496157,1467819650,4 stars,0.498377591,2 stars,0.427583665,3 stars,0.365919709,2 stars,0.347589493
46,3 stars,0.334741145,1467819712,4 stars,0.575123608,2 stars,0.497012347,2 stars,0.433087736,2 stars,0.437725991
47,1 star,0.763822317,1467819812,1 star,0.317173719,1 star,0.444202185,2 stars,0.414855897,1 star,0.409282058
48,2 stars,0.399689794,1467820206,4 stars,0.599351048,3 stars,0.467778802,3 stars,0.426517576,3 stars,0.416577935
49,1 star,0.557770908,1467820835,5 stars,0.427154988,2 stars,0.430043191,2 stars,0.273169756,2 stars,0.348808199
50,1 star,0.500921488,1467820863,4 stars,0.269702137,2 stars,0.466899306,2 stars,0.399403572,1 star,0.42844221
51,5 stars,0.400241703,1467820906,5 stars,0.493881673,2 stars,0.429004043,2 stars,0.307934165,2 stars,0.354174525
52,2 stars,0.375308454,1467821085,4 stars,0.547190547,2 stars,0.485576719,3 stars,0.412970603,2 stars,0.386115015
53,1 star,0.706459045,1467821338,5 stars,0.442139864,2 stars,0.448418111,2 stars,0.335488081,1 star,0.395500749
54,5 stars,0.270305246,1467821455,4 stars,0.556399047,3 stars,0.495082527,3 stars,0.434013724,3 stars,0.426786274
55,1 star,0.624666691,1467821715,4 stars,0.382992357,1 star,0.424472541,1 star,0.363712549,1 star,0.45050633
56,1 star,0.289304376,1467822384,4 stars,0.456196904,2 stars,0.404520422,3 stars,0.296555161,3 stars,0.304874361
57,3 stars,0.419949889,1467822389,4 stars,0.535678804,3 stars,0.459426463,3 stars,0.441736877,3 stars,0.420885563
58,1 star,0.474357545,1467822519,3 stars,0.345229238,2 stars,0.486857653,2 stars,0.414272428,2 stars,0.426322162
59,1 star,0.232549205,1467822522,4 stars,0.448027968,3 stars,0.374744385,3 stars,0.296982974,3 stars,0.300992399
60,1 star,0.442722559,1467822687,4 stars,0.413617343,2 stars,0.451742172,2 stars,0.360345989,2 stars,0.376426935
61,1 star,0.469740331,1467822918,4 stars,0.487632245,2 stars,0.425527602,3 stars,0.35501191,3 stars,0.352615863
62,3 stars,0.591105103,1467823437,3 stars,0.511982203,3 stars,0.562829256,3 stars,0.55671376,3 stars,0.538787901
63,2 stars,0.4340626,1467823770,4 stars,0.462941855,2 stars,0.430393517,3 stars,0.41542992,2 stars,0.383574247
64,3 stars,0.254077584,1467823851,4 stars,0.432796955,2 stars,0.499446958,2 stars,0.37732932,2 stars,0.41246751
65,1 star,0.779277265,1467824199,2 stars,0.366137236,1 star,0.532631516,1 star,0.549269378,1 star,0.571305096
66,5 stars,0.319101661,1467824664,4 stars,0.451501936,2 stars,0.398312926,3 stars,0.370151252,3 stars,0.334000707
67,1 star,0.736821473,1467824967,5 stars,0.227076769,1 star,0.517945349,1 star,0.527956128,1 star,0.555840969
68,1 star,0.265088469,1467825003,5 stars,0.495889515,2 stars,0.379616827,3 stars,0.303115726,3 stars,0.308647573
69,1 star,0.296411544,1467825084,4 stars,0.451667726,2 stars,0.413510591,3 stars,0.315832883,2 stars,0.348826319
70,1 star,0.832227707,1467825411,1 star,0.222699851,1 star,0.489078164,1 star,0.513225377,1 star,0.605179429
71,3 stars,0.323436171,1467825642,4 stars,0.526900589,3 stars,0.420513302,3 stars,0.37971729,3 stars,0.34635824
72,1 star,0.764062524,1467825863,5 stars,0.650574207,2 stars,0.460633218,2 stars,0.223184973,1 star,0.386310637
73,2 stars,0.339624494,1467825883,4 stars,0.441943437,2 stars,0.474620938,2 stars,0.398510009,2 stars,0.415275842
74,1 star,0.351314396,1467826052,4 stars,0.388093978,2 stars,0.416601926,2 stars,0.302525461,2 stars,0.350120127
75,1 star,0.435048372,1467833672,4 stars,0.493404269,2 stars,0.395397723,3 stars,0.373901427,3 stars,0.353532255
76,3 stars,0.39102596,1467833690,4 stars,0.586496949,2 stars,0.471207112,3 stars,0.37605229,2 stars,0.409547061
77,1 star,0.397954464,1467833736,4 stars,0.467607588,2 stars,0.416941881,3 stars,0.387680948,3 stars,0.390169114
78,2 stars,0.442163289,1467833799,3 stars,0.436549067,2 stars,0.491773695,3 stars,0.486910224,3 stars,0.425601333
79,1 star,0.699523687,1467834001,2 stars,0.339523226,2 stars,0.485345006,1 star,0.473013937,1 star,0.523570836
80,1 star,0.435200989,1467834053,5 stars,0.394375712,2 stars,0.478961051,2 stars,0.373163402,2 stars,0.403111994
81,1 star,0.714595139,1467834227,5 stars,0.355811596,1 star,0.527488768,1 star,0.502093673,1 star,0.542918026
82,3 stars,0.289159775,1467834239,4 stars,0.528380275,3 stars,0.436193168,3 stars,0.432397932,3 stars,0.403494775
83,1 star,0.255365551,1467834265,5 stars,0.465077102,2 stars,0.418146193,3 stars,0.374958396,3 stars,0.37704438
84,1 star,0.832827687,1467834284,1 star,0.297351599,1 star,0.547959566,1 star,0.62062043,1 star,0.662105918
85,2 stars,0.46066317,1467834400,3 stars,0.492023319,2 stars,0.573001027,2 stars,0.479726881,2 stars,0.497135103
86,1 star,0.333639175,1467834817,4 stars,0.415995657,2 stars,0.369685233,3 stars,0.354860008,3 stars,0.353994399
87,2 stars,0.438632786,1467835085,4 stars,0.447745383,2 stars,0.52328217,2 stars,0.406511515,2 stars,0.445495367
88,1 star,0.320572346,1467835198,4 stars,0.510253727,2 stars,0.411898047,3 stars,0.337910026,3 stars,0.349041194
89,1 star,0.75346458,1467835305,5 stars,0.282823801,1 star,0.524185658,1 star,0.580230534,1 star,0.633906782
90,3 stars,0.272789001,1467835345,4 stars,0.530091822,3 stars,0.45346269,3 stars,0.383284241,3 stars,0.380429238
91,5 stars,0.418677628,1467835577,5 stars,0.580469787,3 stars,0.368209213,5 stars,0.461552113,5 stars,0.387168616
92,1 star,0.377008408,1467835880,4 stars,0.467616916,2 stars,0.469094574,3 stars,0.40392971,2 stars,0.412299722
93,1 star,0.686232507,1467836024,1 star,0.337246686,1 star,0.56718266,1 star,0.634862542,1 star,0.663142025
94,3 stars,0.3177118,1467836111,3 stars,0.381794125,2 stars,0.541986406,2 stars,0.451042056,2 stars,0.459610015
95,1 star,0.388385981,1467836448,4 stars,0.48464793,2 stars,0.447789073,3 stars,0.315118849,2 stars,0.350512713
96,3 stars,0.433136404,1467836500,4 stars,0.451329082,3 stars,0.45271045,3 stars,0.441516697,3 stars,0.403830469
97,1 star,0.62924248,1467836576,1 star,0.427262694,1 star,0.544607878,1 star,0.57051903,1 star,0.594412267
98,5 stars,0.560341954,1467836583,5 stars,0.522626817,3 stars,0.41444698,4 stars,0.40331462,4 stars,0.361293375
99,2 stars,0.445701569,1467836859,3 stars,0.373047918,2 stars,0.53248924,2 stars,0.435598701,2 stars,0.470246285
100,1 star,0.409717798,1467836873,4 stars,0.448675334,2 stars,0.436177611,2 stars,0.371521771,2 stars,0.390184045
101,1 star,0.357459366,1467837189,4 stars,0.417218089,2 stars,0.470001429,2 stars,0.388985634,2 stars,0.402602166
102,5 stars,0.424289972,1467837384,4 stars,0.505033374,3 stars,0.548074186,3 stars,0.394848853,3 stars,0.455719292
103,5 stars,0.457287908,1467837470,4 stars,0.495301485,3 stars,0.462983757,3 stars,0.377776384,3 stars,0.415624112
104,1 star,0.416581511,1467837579,4 stars,0.382567346,2 stars,0.472112715,2 stars,0.358444124,2 stars,0.395611018
105,5 stars,0.465669096,1467837602,4 stars,0.516912639,2 stars,0.351356626,4 stars,0.343964398,4 stars,0.294884175
106,3 stars,0.425552398,1467837762,4 stars,0.561366975,3 stars,0.442638665,3 stars,0.424006283,3 stars,0.383201927
107,1 star,0.416339815,1467837819,4 stars,0.484864235,2 stars,0.475706309,3 stars,0.371284992,2 stars,0.365705073
108,1 star,0.549310982,1467837888,3 stars,0.442352295,2 stars,0.512035787,2 stars,0.417169541,2 stars,0.439326018
109,1 star,0.32395342,1467838188,5 stars,0.478567451,2 stars,0.46209386,2 stars,0.307531148,2 stars,0.343185782
110,1 star,0.649892271,1467838189,4 stars,0.499852091,2 stars,0.409733891,3 stars,0.394301236,3 stars,0.362790108
111,1 star,0.581345916,1467838362,3 stars,0.3162435,2 stars,0.476958126,1 star,0.451710582,1 star,0.433815509
112,1 star,0.75420177,1467838419,4 stars,0.334434152,2 stars,0.39539215,1 star,0.320253849,1 star,0.403165877
113,1 star,0.714865148,1467838433,3 stars,0.266106278,2 stars,0.459998846,1 star,0.401572824,1 star,0.465370119
114,5 stars,0.327428967,1467838630,4 stars,0.499094516,3 stars,0.539613962,3 stars,0.477359772,3 stars,0.494119018
115,5 stars,0.826518476,1467839007,5 stars,0.814867675,2 stars,0.323248208,5 stars,0.567019343,5 stars,0.435499996
116,3 stars,0.276359409,1467839405,3 stars,0.376834393,2 stars,0.444863975,2 stars,0.367683828,2 stars,0.379931599
117,1 star,0.606937289,1467839450,3 stars,0.342229694,2 stars,0.495334119,2 stars,0.422326922,2 stars,0.441859603
118,1 star,0.783673882,1467839477,1 star,0.375581652,1 star,0.595048547,1 star,0.589649618,1 star,0.622603476
119,1 star,0.528686881,1467839586,5 stars,0.321572483,2 stars,0.444458812,2 stars,0.376698762,1 star,0.385986984
120,1 star,0.36398983,1467839737,4 stars,0.52488327,2 stars,0.452341706,3 stars,0.35281536,2 stars,0.378370374
121,5 stars,0.324555844,1467839816,5 stars,0.505850971,3 stars,0.420514822,4 stars,0.358498663,4 stars,0.317528903
122,3 stars,0.339149803,1467840016,4 stars,0.573915839,3 stars,0.478476942,3 stars,0.400706887,3 stars,0.382234544
123,2 stars,0.455676913,1467840386,4 stars,0.536955893,2 stars,0.564445674,2 stars,0.496644229,2 stars,0.515777826
124,1 star,0.585841119,1467840552,4 stars,0.445535779,2 stars,0.455565482,2 stars,0.38238585,2 stars,0.399185538
125,3 stars,0.545662403,1467840629,3 stars,0.602576375,3 stars,0.580233991,3 stars,0.522309482,3 stars,0.512531221
126,1 star,0.691920877,1467841189,2 stars,0.389755189,2 stars,0.498688459,2 stars,0.4225263,1 star,0.481574774
127,4 stars,0.328066379,1467841204,4 stars,0.426941454,2 stars,0.557119191,2 stars,0.385290325,2 stars,0.439927995
128,2 stars,0.377234846,1467841832,4 stars,0.45566231,2 stars,0.492138952,3 stars,0.329635978,2 stars,0.405351877
129,1 star,0.440009743,1467841885,3 stars,0.410970539,2 stars,0.497682154,2 stars,0.429761916,2 stars,0.433607578
130,5 stars,0.407307744,1467841897,5 stars,0.490743488,2 stars,0.515341461,2 stars,0.298411041,2 stars,0.344869643
131,3 stars,0.453151733,1467841969,4 stars,0.484308571,2 stars,0.490765423,3 stars,0.479697764,3 stars,0.420678645
132,1 star,0.653629005,1467842107,4 stars,0.400104672,2 stars,0.403758556,2 stars,0.344333917,1 star,0.382045597
133,3 stars,0.343506426,1467842299,4 stars,0.612412095,2 stars,0.467833161,3 stars,0.46399191,3 stars,0.419021189
134,3 stars,0.228911892,1467842377,4 stars,0.308813691,2 stars,0.432886958,2 stars,0.297183901,2 stars,0.344283968
135,1 star,0.440861195,1467842448,3 stars,0.401446044,2 stars,0.453821778,3 stars,0.452421606,3 stars,0.423469275
136,3 stars,0.306552052,1467842568,4 stars,0.518440783,3 stars,0.570232511,3 stars,0.461344302,3 stars,0.480426103
137,3 stars,0.32227698,1467842607,3 stars,0.455274224,2 stars,0.461628854,2 stars,0.374651223,2 stars,0.383330375
138,1 star,0.482594669,1467842832,5 stars,0.446483165,2 stars,0.436750084,2 stars,0.307418346,2 stars,0.36125797
139,3 stars,0.293589205,1467842837,4 stars,0.556571722,3 stars,0.437531114,3 stars,0.382585824,3 stars,0.391561598
140,2 stars,0.408023298,1467843075,4 stars,0.505369008,2 stars,0.480311632,3 stars,0.373846024,2 stars,0.436474651
141,1 star,0.520513177,1467843215,5 stars,0.51092726,2 stars,0.412885696,2 stars,0.297283709,2 stars,0.332455844
142,1 star,0.42152071,1467843470,4 stars,0.454054326,2 stars,0.41005668,3 stars,0.31170845,2 stars,0.336218953
143,2 stars,0.419347405,1467843568,3 stars,0.454820722,2 stars,0.54219079,2 stars,0.485087574,2 stars,0.454224855
144,2 stars,0.51585269,1467843624,3 stars,0.440891445,2 stars,0.561359525,2 stars,0.441604137,2 stars,0.494836271
145,5 stars,0.301166356,1467843647,4 stars,0.468447834,2 stars,0.409967452,3 stars,0.301077962,3 stars,0.311513066
146,1 star,0.534311354,1467843734,4 stars,0.441946656,2 stars,0.387841046,3 stars,0.348991722,3 stars,0.334854573
147,1 star,0.38666603,1467843740,4 stars,0.47206372,2 stars,0.423766106,3 stars,0.280746847,2 stars,0.332939416
148,2 stars,0.358177006,1467844097,4 stars,0.501466453,2 stars,0.495396644,2 stars,0.380417079,2 stars,0.442152947
149,1 star,0.292169839,1467844140,4 stars,0.51676178,2 stars,0.459000617,3 stars,0.305186152,2 stars,0.340964168
150,1 star,0.675953865,1467844157,3 stars,0.343105942,2 stars,0.442203104,2 stars,0.364106268,2 stars,0.383985549
151,2 stars,0.46121034,1467844505,2 stars,0.540543079,2 stars,0.536463082,2 stars,0.48127231,2 stars,0.460393995
152,2 stars,0.410862267,1467844540,3 stars,0.493332684,2 stars,0.445839942,3 stars,0.391332209,2 stars,0.364421427
153,2 stars,0.51362884,1467844907,3 stars,0.573578358,2 stars,0.48497507,3 stars,0.469864994,2 stars,0.445195794
154,1 star,0.577087402,1467845095,4 stars,0.285174698,2 stars,0.46224317,2 stars,0.385577291,1 star,0.394476473
155,3 stars,0.32162869,1467845157,4 stars,0.47363016,2 stars,0.517770231,3 stars,0.42397216,2 stars,0.445482165
156,1 star,0.374955773,1467852031,4 stars,0.516417384,2 stars,0.462718904,3 stars,0.403715909,2 stars,0.385409623
157,2 stars,0.397175342,1467852067,3 stars,0.380901963,2 stars,0.54128927,2 stars,0.496047229,2 stars,0.487251699
158,1 star,0.452085137,1467852789,4 stars,0.486472756,2 stars,0.371880829,3 stars,0.323722929,2 stars,0.312797993
159,3 stars,0.270693123,1467853135,4 stars,0.496563077,2 stars,0.379520953,3 stars,0.28537187,3 stars,0.294315368
160,2 stars,0.325321913,1467853356,4 stars,0.327103466,2 stars,0.515151024,2 stars,0.450239331,2 stars,0.437275082
161,4 stars,0.454513967,1467853431,4 stars,0.570070505,3 stars,0.554744542,4 stars,0.400655627,3 stars,0.470531791
162,2 stars,0.421636075,1467853479,4 stars,0.41727379,2 stars,0.45827499,3 stars,0.403515935,2 stars,0.419626743
163,3 stars,0.382616788,1467854062,3 stars,0.457264572,2 stars,0.452925026,3 stars,0.401708126,2 stars,0.389741391
164,1 star,0.261030793,1467854345,4 stars,0.431167334,3 stars,0.354388952,3 stars,0.316868693,3 stars,0.341327786
165,1 star,0.525731504,1467854706,4 stars,0.55157274,2 stars,0.449789852,3 stars,0.320466161,2 stars,0.394090772
166,5 stars,0.320866644,1467854917,4 stars,0.482924998,2 stars,0.398311675,3 stars,0.376872152,3 stars,0.349612802
167,1 star,0.428945929,1467855673,2 stars,0.327396482,2 stars,0.500546157,2 stars,0.451556146,2 stars,0.430700839
168,1 star,0.48723042,1467855812,4 stars,0.425361305,2 stars,0.458360314,3 stars,0.350614518,2 stars,0.353950173
169,1 star,0.464817673,1467855981,4 stars,0.265819967,2 stars,0.442934036,2 stars,0.352956772,1 star,0.403823167
170,5 stars,0.280595839,1467856044,5 stars,0.564585984,2 stars,0.384762168,3 stars,0.273535013,2 stars,0.322182596
171,4 stars,0.423579752,1467856352,4 stars,0.522701442,3 stars,0.502690077,4 stars,0.416710645,3 stars,0.4189924
172,1 star,0.477256954,1467856426,3 stars,0.361470103,2 stars,0.543673277,2 stars,0.48688522,2 stars,0.482856333
173,1 star,0.490355879,1467856497,3 stars,0.350765169,2 stars,0.455617756,2 stars,0.362845629,2 stars,0.379410267
174,2 stars,0.34212786,1467856632,3 stars,0.473880976,2 stars,0.50193429,2 stars,0.38170284,2 stars,0.404598385
175,1 star,0.631287515,1467856821,5 stars,0.350501299,2 stars,0.437439024,2 stars,0.337178379,2 stars,0.366795808
176,2 stars,0.410302937,1467856919,4 stars,0.386085451,2 stars,0.517150819,2 stars,0.438052535,2 stars,0.451057792
177,1 star,0.47006321,1467857221,4 stars,0.343518406,2 stars,0.50306797,2 stars,0.397502035,2 stars,0.453390867
178,2 stars,0.42501539,1467857297,3 stars,0.409604073,2 stars,0.584638,2 stars,0.50575614,2 stars,0.512866735
179,5 stars,0.383883327,1467857378,4 stars,0.470043361,2 stars,0.548690259,2 stars,0.415441543,2 stars,0.449285179
180,1 star,0.509472132,1467857511,4 stars,0.351279765,2 stars,0.425299108,2 stars,0.341752768,2 stars,0.354508102
181,5 stars,0.331519008,1467857722,4 stars,0.452493548,3 stars,0.460441053,4 stars,0.315644383,3 stars,0.367663562
182,1 star,0.535846114,1467857975,4 stars,0.45715645,2 stars,0.434417009,3 stars,0.37841028,2 stars,0.350144148
183,1 star,0.297115535,1467858363,4 stars,0.356586516,2 stars,0.447386891,2 stars,0.348409712,2 stars,0.37679565
184,1 star,0.427207291,1467858627,4 stars,0.42507574,2 stars,0.498823017,2 stars,0.431266069,2 stars,0.41577965
185,2 stars,0.331044614,1467858869,4 stars,0.561513126,2 stars,0.490084499,3 stars,0.412573725,3 stars,0.372330934
186,2 stars,0.5002653,1467859025,2 stars,0.543095767,2 stars,0.557881296,2 stars,0.525408149,2 stars,0.500177503
187,5 stars,0.31008634,1467859066,4 stars,0.457208872,3 stars,0.388891101,3 stars,0.340535849,3 stars,0.35293898
188,5 stars,0.60160923,1467859408,5 stars,0.673549533,2 stars,0.411893666,1 star,0.23202005,1 star,0.32602036
189,1 star,0.45241493,1467859436,4 stars,0.358108103,2 stars,0.462119222,2 stars,0.367487162,2 stars,0.388237149
190,2 stars,0.362251431,1467859558,4 stars,0.602144778,2 stars,0.459039748,3 stars,0.410209417,3 stars,0.380690664
191,1 star,0.424586236,1467859666,3 stars,0.45824939,2 stars,0.481983572,2 stars,0.399129629,2 stars,0.415427923
192,2 stars,0.452825218,1467859820,3 stars,0.475385845,2 stars,0.508489609,3 stars,0.390635729,2 stars,0.464058399
193,1 star,0.503875852,1467859922,4 stars,0.362571388,2 stars,0.475416332,2 stars,0.380253494,2 stars,0.407337278
194,1 star,0.461466849,1467860144,2 stars,0.426340878,2 stars,0.454347938,1 star,0.448496938,1 star,0.475190908
195,1 star,0.553185701,1467860268,5 stars,0.445254385,2 stars,0.46833241,2 stars,0.344367206,2 stars,0.391091675
196,1 star,0.358350039,1467860895,4 stars,0.56286341,3 stars,0.443455637,3 stars,0.444424987,3 stars,0.412207365
197,1 star,0.334071517,1467860904,4 stars,0.501392901,3 stars,0.412411243,3 stars,0.36928758,3 stars,0.386377424
198,2 stars,0.438828498,1467861095,3 stars,0.409794301,2 stars,0.568417072,2 stars,0.419781744,2 stars,0.472563177
199,1 star,0.581887186,1467861413,5 stars,0.503136814,2 stars,0.455525756,2 stars,0.335435808,2 stars,0.381839246
200,1 star,0.269996345,1467861522,5 stars,0.4575966,2 stars,0.410020381,2 stars,0.277986497,2 stars,0.336211324
201,1 star,0.805500567,1467861571,1 star,0.392662674,1 star,0.552564859,1 star,0.683533013,1 star,0.674690545
202,3 stars,0.287827402,1467862213,4 stars,0.543691933,2 stars,0.441996485,3 stars,0.327459902,2 stars,0.345265687
203,3 stars,0.251297027,1467862313,4 stars,0.51255703,2 stars,0.455584109,2 stars,0.299613386,2 stars,0.358306825
204,1 star,0.477101266,1467862355,5 stars,0.647202373,2 stars,0.387659281,1 star,0.272047222,1 star,0.34810406
205,1 star,0.404010773,1467862411,4 stars,0.479566664,2 stars,0.473400682,3 stars,0.292562038,2 stars,0.335948527
206,1 star,0.76429522,1467862710,4 stars,0.242437109,1 star,0.452847868,1 star,0.559127152,1 star,0.611621797
207,5 stars,0.348985046,1467862806,5 stars,0.500663817,2 stars,0.346881598,3 stars,0.251276165,3 stars,0.256395072
208,1 star,0.255208611,1467863072,4 stars,0.469990253,3 stars,0.423848629,3 stars,0.369078398,3 stars,0.386831015
209,3 stars,0.337057978,1467863415,3 stars,0.488133937,2 stars,0.488975823,2 stars,0.422278792,2 stars,0.408003837
210,1 star,0.436167628,1467863507,4 stars,0.500375986,2 stars,0.437743992,2 stars,0.328907669,2 stars,0.390905589
211,3 stars,0.530354977,1467863508,3 stars,0.640267491,3 stars,0.509640217,3 stars,0.517279983,3 stars,0.466869056
212,1 star,0.382815123,1467863633,3 stars,0.391944557,2 stars,0.413664997,3 stars,0.309495658,2 stars,0.340831697
213,2 stars,0.319457859,1467863684,3 stars,0.307632178,2 stars,0.512864888,2 stars,0.439483047,2 stars,0.430286795
214,2 stars,0.422268718,1467863716,3 stars,0.542919755,2 stars,0.494183004,2 stars,0.393928677,2 stars,0.42594412
215,3 stars,0.355901957,1467864250,3 stars,0.46359989,2 stars,0.499939322,2 stars,0.413347423,2 stars,0.412524611
216,4 stars,0.334669024,1467870864,4 stars,0.63819921,2 stars,0.478758752,3 stars,0.327396691,2 stars,0.392300606
217,3 stars,0.282293558,1467870866,4 stars,0.560272038,2 stars,0.39452219,3 stars,0.327233136,2 stars,0.338094413
218,1 star,0.352217823,1467871007,4 stars,0.403021038,2 stars,0.444323033,2 stars,0.30765152,2 stars,0.334855497
219,2 stars,0.349485487,1467871040,3 stars,0.49059853,2 stars,0.49392274,2 stars,0.403313816,2 stars,0.426260382
220,1 star,0.527593434,1467871223,3 stars,0.34522903,2 stars,0.444613159,2 stars,0.370817542,2 stars,0.372698218
221,1 star,0.635307729,1467871226,4 stars,0.278832883,1 star,0.500812769,1 star,0.506087363,1 star,0.544354498
222,5 stars,0.399650574,1467871545,5 stars,0.439029187,2 stars,0.33914122,3 stars,0.28157869,3 stars,0.28824231
223,1 star,0.549119711,1467871552,4 stars,0.297326416,2 stars,0.439099044,1 star,0.389738202,1 star,0.430072337
224,1 star,0.647369266,1467871661,3 stars,0.392907351,2 stars,0.451240361,2 stars,0.396194875,1 star,0.439689338
225,1 star,0.345961779,1467871754,5 stars,0.626502395,2 stars,0.396941632,5 stars,0.347105473,1 star,0.242775097
226,3 stars,0.300966829,1467871844,4 stars,0.400397897,2 stars,0.467815787,2 stars,0.394186467,2 stars,0.401224703
